,Query,Search Option,Max Score,Mean Score,Min Score
69,Show an example of how to perform a retry in the verisoft framework,"{'search_type': 'mmr', 'search_kwargs': {'k': 5, 'lambda_mult': 0.5}}",0.996148,0.6792678311467171,0.07210574
70,Show an example of how to perform a retry in the verisoft framework,"{'search_type': 'mmr', 'search_kwargs': {'k': 5, 'lambda_mult': 0.75}}",0.996148,0.8316838860511779,0.5549936
71,Show an example of how to perform a retry in the verisoft framework,"{'search_type': 'mmr', 'search_kwargs': {'k': 10, 'lambda_mult': 0.25}}",0.996148,0.4845752611756325,0.04222747
72,Show an example of how to perform a retry in the verisoft framework,"{'search_type': 'mmr', 'search_kwargs': {'k': 10, 'lambda_mult': 0.5}}",0.996148,0.5342816703021527,0.04222747
73,Show an example of how to perform a retry in the verisoft framework,"{'search_type': 'mmr', 'search_kwargs': {'k': 10, 'lambda_mult': 0.75}}",0.996148,0.6215662904083729,0.07210574
74,Show an example of how to perform a retry in the verisoft framework,"{'search_type': 'similarity_score_threshold', 'search_kwargs': {'score_threshold': 0.5}}",0.996148,0.8084136322140694,0.26036468
75,Show an example of how to perform a retry in the verisoft framework,"{'search_type': 'similarity_score_threshold', 'search_kwargs': {'score_threshold': 0.7}}",0.99214196,0.9921419620513916,0.99214196
76,Show an example of how to perform a retry in the verisoft framework,"{'search_type': 'mmr', 'search_kwargs': {'k': 5, 'fetch_k': 30}}",0.996148,0.6792678311467171,0.07210574
77,Show an example of how to perform a retry in the verisoft framework,"{'search_type': 'mmr', 'search_kwargs': {'k': 5, 'fetch_k': 50}}",0.996148,0.538920222222805,0.07210574
78,Show an example of how to perform a retry in the verisoft framework,"{'search_type': 'mmr', 'search_kwargs': {'k': 5, 'fetch_k': 70}}",0.996148,0.538920222222805,0.07210574
79,Show an example of how to perform a retry in the verisoft framework,"{'search_type': 'mmr', 'search_kwargs': {'k': 10, 'fetch_k': 30}}",0.996148,0.517211751639843,0.04222747
80,Show an example of how to perform a retry in the verisoft framework,"{'search_type': 'mmr', 'search_kwargs': {'k': 10, 'fetch_k': 50}}",0.996148,0.4077330410480499,0.04222747
81,Show an example of how to perform a retry in the verisoft framework,"{'search_type': 'mmr', 'search_kwargs': {'k': 10, 'fetch_k': 70}}",0.996148,0.4286045052111149,0.04222747
82,What is the object repository and how to use it?,{'search_kwargs': {'k': 5}},0.9906719,0.6966608136892318,0.20576052
83,What is the object repository and how to use it?,{'search_kwargs': {'k': 10}},0.9906719,0.4220976784825325,0.04702546
84,What is the object repository and how to use it?,{'search_kwargs': {'k': 15}},0.9906719,0.33970999494194987,0.019184982
85,What is the object repository and how to use it?,"{'search_type': 'mmr', 'search_kwargs': {'k': 5, 'lambda_mult': 0.25}}",0.987038,0.2768728699535131,0.01918503
86,What is the object repository and how to use it?,"{'search_type': 'mmr', 'search_kwargs': {'k': 5, 'lambda_mult': 0.5}}",0.987038,0.34702422469854355,0.030441858
87,What is the object repository and how to use it?,"{'search_type': 'mmr', 'search_kwargs': {'k': 5, 'lambda_mult': 0.75}}",0.9906719,0.6760528296232223,0.1027206
88,What is the object repository and how to use it?,"{'search_type': 'mmr', 'search_kwargs': {'k': 10, 'lambda_mult': 0.25}}",0.987038,0.23102134820073844,0.019185005
89,What is the object repository and how to use it?,"{'search_type': 'mmr', 'search_kwargs': {'k': 10, 'lambda_mult': 0.5}}",0.9906719,0.3231693923473358,0.03044185
90,What is the object repository and how to use it?,"{'search_type': 'mmr', 'search_kwargs': {'k': 10, 'lambda_mult': 0.75}}",0.9906719,0.4123473145067692,0.03044185
91,What is the object repository and how to use it?,"{'search_type': 'similarity_score_threshold', 'search_kwargs': {'score_threshold': 0.5}}",0.9906719,0.7913655005395412,0.20576052
92,What is the object repository and how to use it?,"{'search_type': 'similarity_score_threshold', 'search_kwargs': {'score_threshold': 0.7}}",0.987038,0.9870380163192749,0.987038
93,What is the object repository and how to use it?,"{'search_type': 'mmr', 'search_kwargs': {'k': 5, 'fetch_k': 30}}",0.987038,0.30703001767396926,0.043805473
94,What is the object repository and how to use it?,"{'search_type': 'mmr', 'search_kwargs': {'k': 5, 'fetch_k': 50}}",0.987038,0.2485701994970441,0.0047795186
95,What is the object repository and how to use it?,"{'search_type': 'mmr', 'search_kwargs': {'k': 5, 'fetch_k': 70}}",0.987038,0.2485701994970441,0.0047795186
96,What is the object repository and how to use it?,"{'search_type': 'mmr', 'search_kwargs': {'k': 10, 'fetch_k': 30}}",0.9906719,0.30179269731743263,0.0013288454
97,What is the object repository and how to use it?,"{'search_type': 'mmr', 'search_kwargs': {'k': 10, 'fetch_k': 50}}",0.9906719,0.2660603224299848,0.002464002
98,What is the object repository and how to use it?,"{'search_type': 'mmr', 'search_kwargs': {'k': 10, 'fetch_k': 70}}",0.9906719,0.2660603224299848,0.002464002
99,Show an example of how to add a value in the application.properties file and use it in a test / class,{'search_kwargs': {'k': 5}},0.9970202,0.9671247601509094,0.8774083
100,Show an example of how to add a value in the application.properties file and use it in a test / class,{'search_kwargs': {'k': 10}},0.9970202,0.7001007559709251,0.009936917
101,Show an example of how to add a value in the application.properties file and use it in a test / class,{'search_kwargs': {'k': 15}},0.9970202,0.5671927040442825,0.00993692
102,Show an example of how to add a value in the application.properties file and use it in a test / class,"{'search_type': 'mmr', 'search_kwargs': {'k': 5, 'lambda_mult': 0.25}}",0.87740815,0.22115464843809604,0.02939608
103,Show an example of how to add a value in the application.properties file and use it in a test / class,"{'search_type': 'mmr', 'search_kwargs': {'k': 5, 'lambda_mult': 0.5}}",0.9970202,0.5770355263724923,0.009936948
104,Show an example of how to add a value in the application.properties file and use it in a test / class,"{'search_type': 'mmr', 'search_kwargs': {'k': 5, 'lambda_mult': 0.75}}",0.9970202,0.7704438662156463,0.009936917
105,Show an example of how to add a value in the application.properties file and use it in a test / class,"{'search_type': 'mmr', 'search_kwargs': {'k': 10, 'lambda_mult': 0.25}}",0.99656004,0.43671939726918935,0.027249321
106,Show an example of how to add a value in the application.properties file and use it in a test / class,"{'search_type': 'mmr', 'search_kwargs': {'k': 10, 'lambda_mult': 0.5}}",0.9970202,0.46584838489070535,0.009936917
107,Show an example of how to add a value in the application.properties file and use it in a test / class,"{'search_type': 'mmr', 'search_kwargs': {'k': 10, 'lambda_mult': 0.75}}",0.9970202,0.6806444060988724,0.009936917
108,Show an example of how to add a value in the application.properties file and use it in a test / class,"{'search_type': 'similarity_score_threshold', 'search_kwargs': {'score_threshold': 0.5}}",0.9970202,0.9597659409046173,0.8774083
109,Show an example of how to add a value in the application.properties file and use it in a test / class,"{'search_type': 'similarity_score_threshold', 'search_kwargs': {'score_threshold': 0.7}}",0.97129405,0.9243510961532593,0.87740815
110,Show an example of how to add a value in the application.properties file and use it in a test / class,"{'search_type': 'mmr', 'search_kwargs': {'k': 5, 'fetch_k': 30}}",0.9970202,0.5815402140840888,0.009936917
111,Show an example of how to add a value in the application.properties file and use it in a test / class,"{'search_type': 'mmr', 'search_kwargs': {'k': 5, 'fetch_k': 50}}",0.9970202,0.5879029309377074,0.012442808
112,Show an example of how to add a value in the application.properties file and use it in a test / class,"{'search_type': 'mmr', 'search_kwargs': {'k': 5, 'fetch_k': 70}}",0.97129405,0.41857940014451744,0.012442808
113,Show an example of how to add a value in the application.properties file and use it in a test / class,"{'search_type': 'mmr', 'search_kwargs': {'k': 10, 'fetch_k': 30}}",0.9970202,0.48898198409006,0.009936917
114,Show an example of how to add a value in the application.properties file and use it in a test / class,"{'search_type': 'mmr', 'search_kwargs': {'k': 10, 'fetch_k': 50}}",0.9970202,0.4302835843525827,0.012442843
115,Show an example of how to add a value in the application.properties file and use it in a test / class,"{'search_type': 'mmr', 'search_kwargs': {'k': 10, 'fetch_k': 70}}",0.9970202,0.34566781735047697,0.012442843
116,I created Propertis file for using in tests. how can I read specific property from My Properties file,{'search_kwargs': {'k': 5}},0.9385959,0.6458371043205261,0.20728028
117,I created Propertis file for using in tests. how can I read specific property from My Properties file,{'search_kwargs': {'k': 10}},0.98623997,0.5510971687734127,0.08859681
118,I created Propertis file for using in tests. how can I read specific property from My Properties file,{'search_kwargs': {'k': 15}},0.98623997,0.43406675569713116,0.0064619407
119,I created Propertis file for using in tests. how can I read specific property from My Properties file,"{'search_type': 'mmr', 'search_kwargs': {'k': 5, 'lambda_mult': 0.25}}",0.821975,0.31360453916713593,0.006713701
120,I created Propertis file for using in tests. how can I read specific property from My Properties file,"{'search_type': 'mmr', 'search_kwargs': {'k': 5, 'lambda_mult': 0.5}}",0.821975,0.31360453916713593,0.006713701
121,I created Propertis file for using in tests. how can I read specific property from My Properties file,"{'search_type': 'mmr', 'search_kwargs': {'k': 5, 'lambda_mult': 0.75}}",0.9385959,0.547578538954258,0.08463917
122,I created Propertis file for using in tests. how can I read specific property from My Properties file,"{'search_type': 'mmr', 'search_kwargs': {'k': 10, 'lambda_mult': 0.25}}",0.8476735,0.27493019588291645,0.006713707
123,I created Propertis file for using in tests. how can I read specific property from My Properties file,"{'search_type': 'mmr', 'search_kwargs': {'k': 10, 'lambda_mult': 0.5}}",0.98623997,0.3659217022359371,0.006461922
124,I created Propertis file for using in tests. how can I read specific property from My Properties file,"{'search_type': 'mmr', 'search_kwargs': {'k': 10, 'lambda_mult': 0.75}}",0.98623997,0.46206567883491517,0.006461922
125,I created Propertis file for using in tests. how can I read specific property from My Properties file,"{'search_type': 'similarity_score_threshold', 'search_kwargs': {'score_threshold': 0.5}}",0.9385959,0.6527643650770187,0.20728016
126,I created Propertis file for using in tests. how can I read specific property from My Properties file,"{'search_type': 'mmr', 'search_kwargs': {'k': 5, 'fetch_k': 30}}",0.821975,0.31547349095344546,0.037872225
127,I created Propertis file for using in tests. how can I read specific property from My Properties file,"{'search_type': 'mmr', 'search_kwargs': {'k': 5, 'fetch_k': 50}}",0.821975,0.32075878428295257,0.0055662603
128,I created Propertis file for using in tests. how can I read specific property from My Properties file,"{'search_type': 'mmr', 'search_kwargs': {'k': 5, 'fetch_k': 70}}",0.821975,0.2536048603244126,0.0055662603
129,I created Propertis file for using in tests. how can I read specific property from My Properties file,"{'search_type': 'mmr', 'search_kwargs': {'k': 10, 'fetch_k': 30}}",0.8476727,0.3126695089042187,0.037872225
130,I created Propertis file for using in tests. how can I read specific property from My Properties file,"{'search_type': 'mmr', 'search_kwargs': {'k': 10, 'fetch_k': 50}}",0.821975,0.1982792233582586,0.005566247
131,I created Propertis file for using in tests. how can I read specific property from My Properties file,"{'search_type': 'mmr', 'search_kwargs': {'k': 10, 'fetch_k': 70}}",0.821975,0.19158531674183904,0.0014330749
132,"Is there infrastructure support for reporting to XRAY? And if so, how do you use it?",{'search_kwargs': {'k': 5}},0.98891944,0.5533574268221855,0.072009645
133,"Is there infrastructure support for reporting to XRAY? And if so, how do you use it?",{'search_kwargs': {'k': 10}},0.98891944,0.3639317866414785,0.035707477
134,"Is there infrastructure support for reporting to XRAY? And if so, how do you use it?",{'search_kwargs': {'k': 15}},0.98891944,0.3022435291049381,0.0033024396
135,"Is there infrastructure support for reporting to XRAY? And if so, how do you use it?","{'search_type': 'mmr', 'search_kwargs': {'k': 5, 'lambda_mult': 0.25}}",0.6555242,0.18276897668838502,0.060466163
136,"Is there infrastructure support for reporting to XRAY? And if so, how do you use it?","{'search_type': 'mmr', 'search_kwargs': {'k': 5, 'lambda_mult': 0.5}}",0.6555241,0.22755960673093795,0.062131077
137,"Is there infrastructure support for reporting to XRAY? And if so, how do you use it?","{'search_type': 'mmr', 'search_kwargs': {'k': 5, 'lambda_mult': 0.75}}",0.98891944,0.5092162355780602,0.06371364
138,"Is there infrastructure support for reporting to XRAY? And if so, how do you use it?","{'search_type': 'mmr', 'search_kwargs': {'k': 10, 'lambda_mult': 0.25}}",0.6555242,0.1679734129458666,0.023411386
139,"Is there infrastructure support for reporting to XRAY? And if so, how do you use it?","{'search_type': 'mmr', 'search_kwargs': {'k': 10, 'lambda_mult': 0.5}}",0.7659145,0.21277518060524017,0.0033024412
140,"Is there infrastructure support for reporting to XRAY? And if so, how do you use it?","{'search_type': 'mmr', 'search_kwargs': {'k': 10, 'lambda_mult': 0.75}}",0.98891944,0.352169003081508,0.0033024412
141,"Is there infrastructure support for reporting to XRAY? And if so, how do you use it?","{'search_type': 'similarity_score_threshold', 'search_kwargs': {'score_threshold': 0.5}}",0.7659152,0.44446747563779354,0.07201012
142,"Is there infrastructure support for reporting to XRAY? And if so, how do you use it?","{'search_type': 'mmr', 'search_kwargs': {'k': 5, 'fetch_k': 30}}",0.6555241,0.1786768063902855,0.040005594
143,"Is there infrastructure support for reporting to XRAY? And if so, how do you use it?","{'search_type': 'mmr', 'search_kwargs': {'k': 5, 'fetch_k': 50}}",0.6555241,0.1786768063902855,0.040005594
144,"Is there infrastructure support for reporting to XRAY? And if so, how do you use it?","{'search_type': 'mmr', 'search_kwargs': {'k': 5, 'fetch_k': 70}}",0.6555241,0.1786768063902855,0.040005594
145,"Is there infrastructure support for reporting to XRAY? And if so, how do you use it?","{'search_type': 'mmr', 'search_kwargs': {'k': 10, 'fetch_k': 30}}",0.7659144,0.20061393997166305,0.0033024459
146,"Is there infrastructure support for reporting to XRAY? And if so, how do you use it?","{'search_type': 'mmr', 'search_kwargs': {'k': 10, 'fetch_k': 50}}",0.7659144,0.1973998524947092,0.0033024459
147,"Is there infrastructure support for reporting to XRAY? And if so, how do you use it?","{'search_type': 'mmr', 'search_kwargs': {'k': 10, 'fetch_k': 70}}",0.7659144,0.1973998524947092,0.0033024459
148,What is soft assert and how to use it in my test?,{'search_kwargs': {'k': 5}},0.9932053,0.7543667197227478,0.36192662
149,What is soft assert and how to use it in my test?,{'search_kwargs': {'k': 10}},0.9932053,0.4885421823710203,0.033150304
150,What is soft assert and how to use it in my test?,{'search_kwargs': {'k': 15}},0.9932053,0.40504421091948944,0.0069834995
151,What is soft assert and how to use it in my test?,"{'search_type': 'mmr', 'search_kwargs': {'k': 5, 'lambda_mult': 0.25}}",0.9932053,0.5529001881368458,0.006983476
152,What is soft assert and how to use it in my test?,"{'search_type': 'mmr', 'search_kwargs': {'k': 5, 'lambda_mult': 0.5}}",0.9932053,0.5529001881368458,0.006983476
153,What is soft assert and how to use it in my test?,"{'search_type': 'mmr', 'search_kwargs': {'k': 5, 'lambda_mult': 0.75}}",0.9932053,0.6523266702890396,0.16400956
154,What is soft assert and how to use it in my test?,"{'search_type': 'mmr', 'search_kwargs': {'k': 10, 'lambda_mult': 0.25}}",0.9932053,0.3312154049053788,0.006983486
155,What is soft assert and how to use it in my test?,"{'search_type': 'mmr', 'search_kwargs': {'k': 10, 'lambda_mult': 0.5}}",0.9932053,0.33432785253971814,0.006983486
156,What is soft assert and how to use it in my test?,"{'search_type': 'mmr', 'search_kwargs': {'k': 10, 'lambda_mult': 0.75}}",0.9932053,0.4628274029120803,0.021819187
157,What is soft assert and how to use it in my test?,"{'search_type': 'similarity_score_threshold', 'search_kwargs': {'score_threshold': 0.5}}",0.9932053,0.7535772770643234,0.36192614
158,What is soft assert and how to use it in my test?,"{'search_type': 'mmr', 'search_kwargs': {'k': 5, 'fetch_k': 30}}",0.9932053,0.5529001881368458,0.006983476
159,What is soft assert and how to use it in my test?,"{'search_type': 'mmr', 'search_kwargs': {'k': 5, 'fetch_k': 50}}",0.9932053,0.5529001881368458,0.006983476
160,What is soft assert and how to use it in my test?,"{'search_type': 'mmr', 'search_kwargs': {'k': 5, 'fetch_k': 70}}",0.9932053,0.5529001881368458,0.006983476
161,What is soft assert and how to use it in my test?,"{'search_type': 'mmr', 'search_kwargs': {'k': 10, 'fetch_k': 30}}",0.9932053,0.32110729517880826,0.0029649904
162,What is soft assert and how to use it in my test?,"{'search_type': 'mmr', 'search_kwargs': {'k': 10, 'fetch_k': 50}}",0.9932053,0.33006696703378113,0.0029649904
163,What is soft assert and how to use it in my test?,"{'search_type': 'mmr', 'search_kwargs': {'k': 10, 'fetch_k': 70}}",0.9932053,0.32726657122475444,0.00010757983
